        70         70         10
        70         70         18
        70         70         21
        70         70         28
        70         70         29
        70         70         38
        70         70         40
        70         70         48
        70         70         51
        70         70         52
        70         70         63
        70         70         69
        70         70         70
        70         70         73
        70         70         86
        71         71          0
        71         71         36
        71         71         49
        71         71         63
        71         71         67
        71         71         93
        72         72          3
        72         72          8
        72         72         14
        72         72         36
        72         72         38
        72         72         40
        72         72         46
        72         72         53
        72         72         60
        72         72         63
        72         72         67
        72         72         69
        72         72         72
        72         72         87
        73         73          5
        73         73         10
        73         73         17
        73         73         38
        73         73         40
        73         73         42
        73         73         49
        73         73         54
        73         73         63
        74         74         16
        74         74         43
        74         74         47
        74         74         48
        74         74         55
        74         74         61
        74         74         72
        74         74         73
        74         74         98
        75         75         12
        75         75         14
        75         75         28
        75         75         29
        75         75         36
        75         75         39
        75         75         55
        75         75         57
        75         75         63
        75         75         67
        75         75         68
        75         75         74
        75         75         89
        75         75         93
        75         75         94
        75         75         96
        76         76          9
        76         76         10
        76         76         18
        76         76         25
        76         76         41
        76         76         57
        76         76         87
        77         77          3
        77         77          8
        77         77         11
        77         77         14
        77         77         52
        77         77         55
        77         77         59
        77         77         62
        77         77         63
        77         77         80
        77         77         81
        77         77         92
        78         78          3
        78         78         33
        78         78         43
        78         78         69
        78         78         81
        79         79         17
        79         79         38
        79         79         62
        79         79         63
        79         79         71
        79         79         83
        79         79         84
        80         80         11
        80         80         14
        80         80         19
        80         80         25
        80         80         39
        80         80         62
        80         80         71
        80         80         86
        81         81         10
        81         81         14
        81         81         26
        81         81         29
        81         81         33
        81         81         39
        81         81         42
        81         81         43
        81         81         49
        81         81         63
        81         81         69
        81         81         74
        81         81         85
        81         81         95
        82         82         17
        82         82         18
        82         82         20
        82         82         29
        82         82         55
        82         82         57
        82         82         63
        82         82         68
        82         82         83
        82         82         87
        82         82         93
        82         82         94
        83         83          8
        83         83         48
        83         83         67
        83         83         68
        83         83         93
        83         83         97
        83         83         98
        84         84          9
        84         84         12
        84         84         28
        84         84         29
        84         84         47
        84         84         63
        84         84         67
        84         84         69
        84         84         71
        84         84         83
        84         84         87
        84         84         89
        84         84         93
        85         85          3
        85         85          8
        85         85         23
        85         85         48
        85         85         52
        85         85         53
        85         85         61
        85         85         68
        85         85         81
        85         85         86
        85         85         87
        86         86          1
        86         86         18
        86         86         25
        86         86         29
        86         86         36
        86         86         38
        86         86         44
        86         86         47
        86         86         69
        86         86         87
        86         86         90
        87         87          4
        87         87          9
        87         87         11
        87         87         28
        87         87         29
        87         87         38
        87         87         44
        87         87         47
        87         87         63
        87         87         73
        87         87         95
        88         88          8
        88         88         11
        88         88         12
        88         88         28
        88         88         48
        88         88         50
        88         88         59
        88         88         60
        88         88         81
        88         88         86
        88         88         87
        88         88         92
        89         89         35
        89         89         43
        89         89         47
        89         89         63
        89         89         67
        89         89         71
        89         89         94
        90         90          9
        90         90         11
        90         90         12
        90         90         23
        90         90         28
        90         90         33
        90         90         35
        90         90         38
        90         90         39
        90         90         42
        90         90         51
        90         90         69
        90         90         83
        90         90         89
        90         90         93
        90         90         95
        90         90         97
        91         91          5
        91         91         11
        91         91         14
        91         91         26
        91         91         28
        91         91         31
        91         91         36
        91         91         38
        91         91         87
        91         91         99
        92         92          0
        92         92         11
        92         92         16
        92         92         25
        92         92         26
        92         92         35
        92         92         36
        92         92         43
        92         92         47
        92         92         48
        92         92         72
        92         92         73
        92         92         80
        92         92         81
        92         92         87
        92         92         98
        93         93          8
        93         93         11
        93         93         14
        93         93         17
        93         93         19
        93         93         21
        93         93         36
        93         93         48
        93         93         60
        93         93         62
        93         93         63
        93         93         66
        93         93         69
        93         93         78
        93         93         83
        93         93         85
        94         94          6
        94         94         11
        94         94         24
        94         94         33
        94         94         38
        94         94         39
        94         94         66
        94         94         69
        94         94         75
        94         94         78
        94         94         80
        94         94         85
        94         94         87
        94         94         89
        95         95          6
        95         95          9
        95         95         38
        95         95         39
        95         95         40
        95         95         41
        95         95         47
        95         95         49
        95         95         63
        95         95         86
        95         95         87
        96         96          8
        96         96         38
        96         96         61
        96         96         63
        96         96         74
        96         96         76
        96         96         78
        96         96         79
        96         96         94
        96         96         96
        97         97          5
        97         97          7
        97         97         11
        97         97         13
        97         97         21
        97         97         34
        97         97         36
        97         97         39
        97         97         47
        97         97         52
        97         97         57
        97         97         66
        97         97         77
        97         97         93
        98         98          9
        98         98         11
        98         98         24
        98         98         28
        98         98         38
        98         98         63
        98         98         74
        98         98         81
        98         98         95
        99         99          7
        99         99          8
        99         99         12
        99         99         14
        99         99         28
        99         99         50
        99         99         66
        99         99         86
        99         99         87
        99         99         92
        99         99         95
       100        100         11
       100        100         17
       100        100         40
       100        100         51
       100        100         70
       100        100         81
       100        100         95
       101        101         34
       101        101         35
       101        101         38
       101        101         45
       101        101         46
       101        101         51
       101        101         78
       101        101         86
       101        101         97
       102        102          9
       102        102         23
       102        102         34
       102        102         39
       102        102         41
       102        102         43
       102        102         47
       102        102         48
       102        102         49
       102        102         63
       102        102         66
       102        102         74
       102        102         78
       102        102         83
       102        102         86
       102        102         87
       102        102         95
       103        103          9
       103        103         16
       103        103         33
       103        103         43
       103        103         45
       103        103         47
       103        103         48
       103        103         72
       103        103         73
       103        103         98
       104        104          0
       104        104         17
       104        104         18
       104        104         20
       104        104         28
       104        104         36
       104        104         40
       104        104         47
       104        104         66
       105        105          9
       105        105         10
       105        105         18
       105        105         21
       105        105         25
       105        105         38
       105        105         41
       105        105         57
       105        105         87
       105        105         89
       106        106         26
       106        106         27
       106        106         36
       106        106         43
       106        106         69
       106        106         93
       107        107          9
       107        107         11
       107        107         28
       107        107         36
       107        107         38
       107        107         42
       107        107         63
       107        107         68
       107        107         80
       107        107         86
       108        108          6
       108        108         28
       108        108         57
       108        108         61
       108        108         67
       108        108         74
       108        108         76
       108        108         80
       108        108         83
       108        108         87
       108        108         93
       109        109         36
       109        109         43
       109        109         55
       109        109         61
       109        109         80
       109        109         83
       109        109         91
       110        110          0
       110        110         11
       110        110         39
       110        110         44
       110        110         48
       110        110         51
       110        110         80
       110        110         87
       110        110         93
       111        111          8
       111        111         10
       111        111         11
       111        111         14
       111        111         24
       111        111         28
       111        111         35
       111        111         40
       111        111         43
       111        111         67
       111        111         69
       111        111         70
       111        111         83
       111        111         85
       111        111         86
       111        111         93
       112        112          3
       112        112          5
       112        112          9
       112        112         12
       112        112         21
       112        112         23
       112        112         29
       112        112         35
       112        112         46
       112        112         48
       112        112         52
       112        112         61
       112        112         63
       112        112         69
       112        112         73
       112        112         87
       112        112         98
       113        113          8
       113        113         36
       113        113         38
       113        113         49
       113        113         71
       113        113         72
       113        113         78
       113        113         85
       113        113         89
       114        114         19
       114        114         25
       114        114         38
       114        114         40
       114        114         43
       114        114         48
       114        114         69
       114        114         81
       114        114         87
       115        115         14
       115        115         26
       115        115         36
       115        115         43
       115        115         60
       115        115         71
       115        115         72
       115        115         83
       115        115         86
       115        115         87
       115        115         93
       115        115         99
       116        116         29
       116        116         36
       116        116         66
       116        116         67
       116        116         68
       116        116         87
       117        117         14
       117        117         21
       117        117         38
       117        117         48
       117        117         51
       117        117         63
       117        117         66
       117        117         69
       117        117         89
       118        118         17
       118        118         28
       118        118         31
       118        118         38
       118        118         40
       118        118         49
       118        118         60
       118        118         63
       118        118         73
       118        118         87
       119        119          9
       119        119         11
       119        119         18
       119        119         40
       119        119         44
       119        119         47
       119        119         57
       119        119         63
       119        119         69
       119        119         72
       119        119         74
       119        119         85
       120        120         12
       120        120         21
       120        120         28
       120        120         35
       120        120         36
       120        120         49
       120        120         55
       120        120         68
       120        120         83
       120        120         89
       121        121         12
       121        121         14
       121        121         25
       121        121         36
       121        121         38
       121        121         40
       121        121         42
       121        121         43
       121        121         48
       121        121         51
       121        121         63
       121        121         69
       121        121         83
       121        121         87
       121        121         89
       121        121         93
       121        121         97
       122        122          0
       122        122          1
       122        122          8
       122        122         11
       122        122         44
       122        122         48
       122        122         51
       122        122         52
       122        122         69
       122        122         71
       122        122         81
       123        123          0
       123        123          3
       123        123         14
       123        123         19
       123        123         24
       123        123         31
       123        123         48
       123        123         62
       123        123         63
       123        123         72
       123        123         80
       124        124         17
       124        124         29
       124        124         36
       124        124         38
       124        124         42
       124        124         49
       124        124         61
       124        124         63
       124        124         72
       125        125          8
       125        125         10
       125        125         40
       125        125         49
       125        125         69
       125        125         81
       125        125         93
       126        126         14
       126        126         36
       126        126         40
       126        126         42
       126        126         51
       126        126         63
       126        126         69
       126        126         83
       127        127         35
       127        127         39
       127        127         43
       127        127         63
       127        127         68
       127        127         71
       127        127         73
       127        127         81
       127        127         87
       127        127         93
       127        127         95
       127        127         97
       128        128         11
       128        128         17
       128        128         36
       128        128         39
       128        128         62
       128        128         63
       128        128         78
       128        128         83
       128        128         85
       129        129          5
       129        129          9
       129        129         36
       129        129         38
       129        129         42
       129        129         51
       129        129         67
       129        129         71
       129        129         96
       130        130          0
       130        130          5
       130        130         12
       130        130         29
       130        130         60
       130        130         68
       130        130         71
       130        130         86
       130        130         88
       131        131          3
       131        131         52
       131        131         60
       131        131         63
       131        131         68
       131        131         74
       131        131         94
       132        132          4
       132        132         10
       132        132         40
       132        132         61
       132        132         62
       132        132         63
       133        133          9
       133        133         28
       133        133         35
       133        133         39
       133        133         43
       133        133         47
       133        133         63
       133        133         71
       133        133         72
       133        133         94
       134        134          5
       134        134          8
       134        134         12
       134        134         35
       134        134         36
       134        134         38
       134        134         46
       134        134         77
       134        134         85
       134        134         92
       134        134         95
       134        134         96
       134        134         97
       135        135          3
       135        135         17
       135        135         33
       135        135         35
       135        135         45
       135        135         63
       135        135         69
       135        135         94
       136        136         13
       136        136         35
       136        136         48
       136        136         51
       136        136         67
       136        136         80
       136        136         86
       136        136         93
       137        137         11
       137        137         13
       137        137         14
       137        137         21
       137        137         29
       137        137         33
       137        137         41
       137        137         43
       137        137         47
       137        137         62
       137        137         63
       137        137         87
       137        137         93
       137        137         95
       138        138         11
       138        138         17
       138        138         36
       138        138         43
       138        138         83
       138        138         93
       138        138         94
       139        139          0
       139        139          8
       139        139         36
       139        139         38
       139        139         48
       139        139         53
       139        139         70
       139        139         78
       139        139         81
       139        139         90
       139        139         97
       140        140          4
       140        140         10
       140        140         22
       140        140         40
